Tag,Longitude,Latitude,Date
91732,33.23617,15.673670000000001,2010-04-10 08:00:00.000
91732,33.11383,16.403170000000003,2010-04-10 14:00:00.000
91732,33.59467,17.2905,2010-04-10 20:00:00.000
91732,33.84017,18.3955,2010-04-11 05:00:00.000
91732,33.690670000000004,18.6865,2010-04-11 08:00:00.000
91732,33.38333,19.3465,2010-04-11 14:00:00.000
91732,33.31633,19.55967,2010-04-11 20:00:00.000
91732,33.0605,19.9235,2010-04-12 05:00:00.000
91732,32.95533,20.4155,2010-04-12 08:00:00.000
91732,32.672670000000004,21.312170000000002,2010-04-12 14:00:00.000
91732,32.755829999999996,21.73433,2010-04-12 20:00:00.000
91732,32.57617,22.09633,2010-04-13 05:00:00.000
91732,32.34417,22.47317,2010-04-13 08:00:00.000
91732,32.26017,22.719,2010-04-13 14:00:00.000
91732,32.24167,22.706999999999997,2010-04-13 20:00:00.000
91732,32.24917,22.729329999999997,2010-04-14 05:00:00.000
91732,32.23733,22.72917,2010-04-14 08:00:00.000
91732,32.14667,22.758329999999997,2010-04-14 14:00:00.000
91732,32.22117,22.744670000000003,2010-04-14 20:00:00.000
91732,32.222,22.74333,2010-04-15 05:00:00.000
91732,32.2165,22.7445,2010-04-15 08:00:00.000
91732,32.443670000000004,22.848670000000002,2010-04-15 14:00:00.000
91732,32.891,23.70867,2010-04-15 20:00:00.000
91732,33.742,27.340670000000003,2010-04-16 05:00:00.000
91732,33.44233,28.026670000000003,2010-04-16 08:00:00.000
91732,33.191,28.44417,2010-04-16 14:00:00.000
91732,32.649,29.05317,2010-04-17 05:00:00.000
91732,32.65967,29.03983,2010-04-17 08:00:00.000
91732,32.649,29.05283,2010-04-17 20:00:00.000
91732,32.6485,29.0545,2010-04-18 05:00:00.000
91732,32.64933,29.0535,2010-04-18 08:00:00.000
91732,32.679,29.18233,2010-04-18 14:00:00.000
91732,32.72,29.16317,2010-04-18 20:00:00.000
91732,32.5385,29.44833,2010-04-19 05:00:00.000
91732,32.49767,29.85967,2010-04-19 08:00:00.000
91732,32.50833,29.857329999999997,2010-04-19 14:00:00.000
91732,32.499,29.786170000000002,2010-04-19 20:00:00.000
91732,32.4895,29.83217,2010-04-20 05:00:00.000
91732,32.49017,29.83183,2010-04-20 08:00:00.000
91732,32.46767,29.93017,2010-04-20 14:00:00.000
91732,32.47217,29.712670000000003,2010-04-20 20:00:00.000
91732,32.4985,29.842,2010-04-21 05:00:00.000
91732,32.50783,29.9475,2010-04-21 08:00:00.000
91732,32.49333,29.807170000000003,2010-04-21 14:00:00.000
91732,32.4845,29.8175,2010-04-21 20:00:00.000
91732,32.4585,29.8015,2010-04-22 05:00:00.000
91732,32.47817,29.92867,2010-04-22 14:00:00.000
91732,32.48583,29.81033,2010-04-22 20:00:00.000
91732,32.44583,29.784000000000002,2010-04-23 05:00:00.000
91732,32.51533,29.884829999999997,2010-04-23 08:00:00.000
91732,32.46033,29.8025,2010-04-23 14:00:00.000
91732,32.46517,29.805999999999997,2010-04-23 20:00:00.000
91732,32.4695,29.93017,2010-04-24 05:00:00.000
91732,32.46967,29.9305,2010-04-24 08:00:00.000
91732,32.486,30.0205,2010-04-24 14:00:00.000
91732,32.3285,30.8975,2010-04-24 20:00:00.000
91732,31.04683,31.6175,2010-04-25 05:00:00.000
91732,30.80483,31.599,2010-04-25 08:00:00.000
91732,29.84283,31.116329999999998,2010-04-25 14:00:00.000
91732,29.79867,31.09133,2010-04-25 20:00:00.000
91732,29.897170000000003,31.23067,2010-04-26 08:00:00.000
91732,29.915,31.1635,2010-04-26 14:00:00.000
91732,29.79983,31.09283,2010-04-26 20:00:00.000
91732,29.86433,31.191,2010-04-27 05:00:00.000
91732,29.860670000000002,31.1915,2010-04-27 08:00:00.000
91732,29.848329999999997,31.181829999999998,2010-04-27 14:00:00.000
91732,29.8,31.09367,2010-04-27 20:00:00.000
91732,29.80183,31.224829999999997,2010-04-28 05:00:00.000
91732,29.96717,31.2655,2010-04-28 08:00:00.000
